Company,Date,Close/Last,Volume,Open,High,Low
NFLX,2015-11-18,120.63,23315480,117.94,121.0,116.1
NFLX,2015-11-17,117.1,32972310,112.11,118.79,111.7
NFLX,2015-11-16,111.35,19838510,102.97,111.65,101.86
NFLX,2015-11-13,103.65,18753710,108.34,109.07,103.27
NFLX,2015-11-12,108.92,17518680,112.52,115.25,108.2
NFLX,2015-11-11,112.86,11026990,113.08,114.61,111.41
NFLX,2015-11-10,112.7,11158460,108.86,112.84,108.01
NFLX,2015-11-09,109.86,16139500,113.36,114.0,108.64
NFLX,2015-11-06,114.06,10930360,113.39,114.8,112.05
NFLX,2015-11-05,113.5,13810900,113.75,115.68,111.72
NFLX,2015-11-04,114.05,17221470,110.36,114.28,109.39
NFLX,2015-11-03,109.74,12471030,107.36,111.05,107.24
NFLX,2015-11-02,107.64,11772660,109.2,109.37,106.3
NFLX,2015-10-30,108.38,15560860,105.12,110.1,104.9
NFLX,2015-10-29,105.12,9811500,105.0,106.91,104.75
NFLX,2015-10-28,105.8,13053230,102.9,106.21,102.06
NFLX,2015-10-27,103.07,12055890,102.58,104.72,101.23
NFLX,2015-10-26,103.04,12105110,100.05,103.31,99.38
NFLX,2015-10-23,100.04,17992370,97.61,101.56,97.27
NFLX,2015-10-22,97.32,12577620,98.07,99.93,96.86
NFLX,2015-10-21,97.96,13742920,99.67,100.34,97.01
NFLX,2015-10-20,98.99,17311710,101.06,102.11,97.58
NFLX,2015-10-19,101.69,29944840,98.07,103.62,96.26
NFLX,2015-10-16,98.99,21301690,100.21,101.65,98.41
NFLX,2015-10-15,101.09,48446610,103.77,104.88,99.1
NFLX,2015-10-14,110.23,30842330,111.5,111.63,108.05
NFLX,2015-10-13,109.73,17474730,112.85,113.72,108.78
NFLX,2015-10-12,113.45,12602390,114.45,115.42,112.36
NFLX,2015-10-09,113.33,22417220,114.11,115.83,112.44
NFLX,2015-10-08,114.93,42642850,107.94,115.05,102.6
NFLX,2015-10-07,108.1,12313850,108.84,109.78,106.75
NFLX,2015-10-06,108.33,20797800,110.33,112.25,105.64
NFLX,2015-10-05,111.25,21136430,107.48,112.28,105.76
NFLX,2015-10-02,106.11,21492320,103.01,106.87,101.45
NFLX,2015-10-01,105.98,17393750,102.91,106.11,101.12
NFLX,2015-09-30,103.26,16995160,99.91,103.46,99.05
NFLX,2015-09-29,98.35,17392530,99.63,100.63,96.85
NFLX,2015-09-28,99.47,16971150,101.57,103.3275,97.8414
NFLX,2015-09-25,102.24,19055380,105.3,105.4487,101.57
NFLX,2015-09-24,103.76,21210600,97.11,104.0,96.78
